loan_amnt,term,int_rate,installment,annual_inc,dti,fico_score,revol_bal,revol_util,total_acc,home_ownership,purpose,emp_length,loan_status
20744, 36 months,18.7,757.25,20420.67,5.56,718,8376,63.2,4,MORTGAGE,medical,8 years,0
20389, 36 months,11.68,674.09,77688.57,7.31,589,1896,63.7,36,RENT,debt_consolidation,< 1 year,0
37320, 36 months,6.23,1139.24,87840.41,32.14,582,44255,58.4,8,RENT,major_purchase,9 years,0
36010, 36 months,23.97,1412.21,97850.04,17.58,598,35172,29.3,31,OWN,credit_card,4 years,1
15665, 36 months,11.7,518.06,26242.1,5.88,709,18923,94.7,25,MORTGAGE,credit_card,9 years,0
38865, 36 months,23.42,1512.97,54098.8,4.01,800,17116,39.2,32,RENT,home_improvement,1 year,0
9640, 36 months,11.98,320.09,34187.45,11.92,709,9813,21.7,15,OWN,medical,4 years,0
35716, 60 months,9.87,756.58,28797.18,,692,33345,55.5,17,RENT,credit_card,4 years,0
26521, 36 months,27.41,1088.57,50327.81,14.58,717,41337,74.9,5,MORTGAGE,other,9 years,0
31049, 60 months,13.64,716.67,79884.39,6.4,622,20232,1.2,4,RENT,other,10+ years,1
6618, 36 months,19.03,242.69,34300.33,16.16,797,17692,27.6,36,MORTGAGE,debt_consolidation,< 1 year,0
38004, 36 months,19.22,1397.31,59724.8,22.21,637,12384,82.5,10,RENT,medical,3 years,0
2920, 36 months,18.11,105.73,28434.26,1.18,692,33609,50.7,5,MORTGAGE,other,6 years,0
5188, 36 months,26.08,209.25,26214.13,25.11,767,39021,40.8,20,RENT,debt_consolidation,< 1 year,0
13207, 36 months,20.67,495.34,40350.47,15.8,701,45108,93.1,25,MORTGAGE,home_improvement,9 years,0
1238, 36 months,14.58,42.66,41827.77,,664,26278,9.0,12,MORTGAGE,car,1 year,0
33972, 36 months,24.9,1348.92,73179.38,26.96,685,10827,61.6,16,RENT,other,3 years,0
11799, 60 months,9.57,248.2,23134.61,28.5,678,19769,34.2,37,RENT,debt_consolidation,9 years,0
6552, 36 months,17.75,236.05,179007.14,25.15,588,4821,7.1,32,MORTGAGE,medical,1 year,1
29916, 60 months,26.89,911.53,16724.67,13.68,585,17797,21.4,9,RENT,car,1 year,1
5927, 36 months,19.57,218.97,56209.45,21.18,687,44,62.8,3,MORTGAGE,major_purchase,< 1 year,0
28964, 36 months,23.88,1134.52,41313.91,15.49,731,29607,2.8,4,RENT,vacation,1 year,0
12164, 36 months,20.21,453.36,33222.92,28.02,816,18070,59.2,4,RENT,medical,2 years,0
38158, 36 months,24.39,1504.87,44131.14,23.34,606,5236,95.7,22,RENT,other,3 years,0
20071, 36 months,26.75,816.71,73372.21,3.27,698,26745,79.5,13,RENT,vacation,< 1 year,0
7160, 36 months,11.64,236.59,80539.94,25.72,790,6625,34.6,15,OWN,small_business,< 1 year,0
16810, 36 months,9.32,537.06,43021.78,27.49,679,27817,13.8,24,MORTGAGE,car,6 years,0
6126, 36 months,16.39,216.55,59818.65,,582,19109,46.5,14,MORTGAGE,credit_card,4 years,0
31009, 36 months,21.29,1172.89,22066.69,35.03,596,25999,39.3,17,MORTGAGE,major_purchase,6 years,0
34584, 36 months,10.61,1125.86,43889.85,33.72,685,40777,97.2,18,RENT,home_improvement,9 years,0
26396, 36 months,5.59,798.12,62107.64,7.01,809,4014,99.0,19,MORTGAGE,major_purchase,8 years,0
1192, 60 months,13.22,27.26,15000.0,36.17,756,38548,41.1,14,RENT,car,< 1 year,0
37413, 60 months,27.3,1149.14,,17.63,663,4595,14.9,27,RENT,small_business,7 years,0
13816, 36 months,21.14,521.51,44314.93,28.95,842,41033,91.1,32,RENT,debt_consolidation,9 years,0
33130, 60 months,14.53,780.01,105018.14,32.56,775,39060,79.4,18,MORTGAGE,medical,3 years,0
37468, 60 months,9.83,792.95,54190.99,20.2,828,1560,51.1,33,MORTGAGE,moving,8 years,0
31698, 36 months,13.51,1075.83,65375.12,15.96,728,11324,,2,MORTGAGE,debt_consolidation,1 year,0
11655, 36 months,9.32,372.36,41651.53,36.62,785,26465,44.8,36,MORTGAGE,debt_consolidation,8 years,0
31075, 60 months,7.89,628.45,71627.12,9.23,660,29749,90.2,37,OWN,other,7 years,0
10359, 36 months,25.9,416.82,68690.99,10.28,768,25822,18.5,20,OWN,vacation,5 years,0
37661, 60 months,27.95,1171.47,22382.51,14.46,785,11994,80.7,29,RENT,car,4 years,1
34272, 36 months,9.19,1092.87,59076.34,34.38,848,16856,1.8,3,RENT,moving,2 years,0
15671, 36 months,6.73,481.94,99642.52,37.55,834,34985,92.1,30,OWN,home_improvement,< 1 year,0
28048, 36 months,12.92,943.97,88457.28,8.8,587,25276,50.0,30,MORTGAGE,small_business,5 years,0
11738, 36 months,15.89,412.04,49832.54,34.55,693,43039,22.7,20,RENT,debt_consolidation,9 years,0
26963, 60 months,10.11,574.34,59457.3,10.33,584,16436,0.3,29,RENT,moving,4 years,0
7773, 60 months,12.28,174.01,84875.85,38.83,652,2987,56.0,35,RENT,debt_consolidation,7 years,0
37584, 36 months,10.02,1213.08,24752.63,23.9,700,8330,24.4,32,OWN,small_business,< 1 year,0
30894, 36 months,22.92,1194.61,65161.87,0.28,813,25973,63.1,38,MORTGAGE,major_purchase,9 years,0
1717, 60 months,21.53,46.96,15024.74,1.37,645,18521,28.1,20,MORTGAGE,small_business,< 1 year,0
12676, 36 months,19.79,469.73,82241.37,5.9,809,33595,8.8,33,MORTGAGE,vacation,6 years,0
5434, 36 months,14.21,186.28,38915.44,,610,10275,50.5,30,RENT,major_purchase,7 years,1
38825, 36 months,25.95,1563.25,46542.7,30.7,630,24548,56.4,10,MORTGAGE,credit_card,9 years,0
30100, 60 months,27.31,924.7,35128.89,8.91,726,48119,45.3,8,MORTGAGE,debt_consolidation,,0
5994, 60 months,9.41,125.62,47828.23,38.77,674,49083,45.8,13,RENT,credit_card,8 years,0
5234, 36 months,10.52,170.17,57138.31,25.44,617,27552,59.0,32,MORTGAGE,car,6 years,0
4764, 36 months,17.33,170.63,77079.17,27.7,777,29225,52.6,19,MORTGAGE,debt_consolidation,6 years,0
38405, 60 months,7.55,770.47,106905.49,8.71,820,37603,13.3,29,OWN,small_business,7 years,0
35872, 36 months,15.32,1249.14,,35.71,752,28940,19.7,22,MORTGAGE,major_purchase,7 years,0
24185, 36 months,18.59,881.52,18088.76,26.71,835,45965,14.2,10,RENT,moving,< 1 year,0
12999, 36 months,17.25,465.07,107300.42,34.58,620,8377,69.3,35,OWN,vacation,3 years,1
37487, 60 months,12.95,851.99,20268.28,38.26,708,3442,52.9,35,RENT,other,10+ years,0
3581, 36 months,17.71,128.94,38049.6,5.03,633,7402,43.0,25,RENT,major_purchase,8 years,0
3763, 36 months,27.07,153.77,36526.23,3.86,665,35961,79.8,17,MORTGAGE,major_purchase,2 years,0
28374, 36 months,10.14,917.42,49361.93,32.14,791,31143,32.6,29,RENT,credit_card,5 years,0
39759, 36 months,20.23,1482.25,22969.19,34.65,848,4928,56.8,36,RENT,credit_card,3 years,0
11531, 36 months,6.48,353.31,22309.56,23.35,600,9604,7.4,7,OWN,vacation,< 1 year,1
26307, 36 months,6.99,812.16,48391.88,14.64,794,48029,74.4,39,OTHER,home_improvement,2 years,0
31835, 36 months,17.92,1149.63,30373.5,26.11,768,27764,69.5,12,RENT,small_business,2 years,0
12064, 36 months,7.86,377.26,109936.27,12.23,740,13777,80.2,5,RENT,other,2 years,0
12312, 36 months,6.0,374.55,35223.61,9.54,780,40364,88.4,15,OWN,other,10+ years,0
38548, 36 months,9.36,1232.28,26449.88,19.53,608,25591,75.8,14,MORTGAGE,major_purchase,5 years,0
37945, 60 months,18.21,967.89,133666.28,8.65,823,4537,84.4,16,RENT,major_purchase,8 years,0
7476, 60 months,21.33,203.64,64988.25,19.35,762,31905,34.6,9,RENT,medical,6 years,0
25565, 36 months,10.06,825.63,250239.02,38.26,611,46700,34.3,25,RENT,medical,6 years,0
3382, 60 months,20.54,90.62,15469.28,33.59,846,38413,94.4,12,RENT,debt_consolidation,< 1 year,0
23463, 36 months,9.61,752.8,55528.94,37.67,615,4261,91.5,36,RENT,small_business,8 years,0
34402, 60 months,19.3,898.1,65602.4,32.25,672,34703,54.8,26,MORTGAGE,other,3 years,0
27345, 36 months,14.77,944.85,49846.01,14.19,738,26044,36.7,24,MORTGAGE,credit_card,,0
27946, 36 months,20.21,1041.57,39450.41,,759,37306,86.6,8,OTHER,small_business,< 1 year,0
15162, 36 months,27.89,626.25,103504.56,36.92,797,4426,32.3,6,RENT,medical,7 years,0
9397, 36 months,26.6,381.62,64850.42,37.88,806,1358,15.4,33,RENT,credit_card,8 years,0
23335, 60 months,5.6,446.8,17791.13,27.33,791,13423,63.9,29,RENT,credit_card,,0
15394, 36 months,25.42,615.49,29096.67,8.45,742,34537,4.3,4,RENT,moving,6 years,0
28197, 36 months,7.0,870.64,24381.92,1.59,737,27337,37.9,31,MORTGAGE,medical,10+ years,0
23010, 36 months,26.94,938.65,45583.69,5.89,689,25765,80.8,6,OTHER,vacation,9 years,0
25123, 60 months,11.84,556.82,86622.87,38.62,634,46493,29.5,34,MORTGAGE,home_improvement,1 year,0
23387, 36 months,14.1,800.45,39044.31,18.48,793,17576,93.1,21,RENT,home_improvement,< 1 year,0
3890, 36 months,7.56,121.11,42113.64,34.2,594,35584,95.6,31,MORTGAGE,car,10+ years,0
28769, 60 months,8.03,583.74,27243.95,18.6,732,39035,81.6,23,MORTGAGE,credit_card,5 years,0
9026, 36 months,21.85,344.01,77404.9,26.43,599,28197,98.8,23,MORTGAGE,vacation,8 years,0
4306, 36 months,26.75,175.22,102702.17,0.97,631,23409,53.1,39,OWN,medical,< 1 year,0
34665, 60 months,19.24,903.81,48075.81,9.99,663,4856,56.9,30,RENT,car,9 years,0
10277, 36 months,21.61,390.41,126501.73,17.45,803,30444,83.6,22,RENT,vacation,< 1 year,0
15683, 36 months,22.64,604.15,35367.59,25.23,708,21601,49.3,19,MORTGAGE,home_improvement,3 years,1
1670, 36 months,11.41,55.0,21201.14,6.86,595,48187,40.7,12,OWN,small_business,9 years,0
24675, 60 months,6.52,483.03,79429.18,30.58,656,17426,61.5,11,OWN,car,5 years,0
18889, 36 months,5.54,570.71,46280.56,14.58,671,21627,65.8,36,MORTGAGE,debt_consolidation,8 years,0
14006, 60 months,13.39,321.48,34587.81,32.7,849,41185,75.1,27,OWN,small_business,1 year,0
27531, 60 months,10.93,597.63,51328.57,3.92,631,10170,66.8,5,RENT,home_improvement,,0
22639, 36 months,6.9,697.99,18946.41,,700,6755,74.6,11,RENT,car,6 years,0
17633, 60 months,9.54,370.67,17174.13,11.73,629,22851,67.5,17,RENT,vacation,3 years,0
35660, 36 months,8.3,1122.4,51820.35,31.82,699,36745,48.0,31,RENT,major_purchase,5 years,0
4439, 36 months,26.08,179.04,63615.82,16.09,674,29712,13.5,4,RENT,credit_card,5 years,0
33172, 60 months,8.66,683.14,113132.51,26.61,728,12023,78.5,35,RENT,medical,3 years,0
36622, 60 months,17.6,922.01,83448.36,37.37,836,34651,3.1,26,RENT,small_business,3 years,0
12577, 36 months,18.84,460.01,71769.77,0.83,763,540,,39,RENT,small_business,8 years,0
12763, 36 months,17.73,459.69,105057.18,0.44,839,8837,82.8,37,RENT,debt_consolidation,10+ years,0
21176, 36 months,7.73,660.94,65771.18,30.81,729,21185,67.1,5,MORTGAGE,debt_consolidation,< 1 year,0
25255, 36 months,12.67,846.93,39873.97,25.86,784,37494,96.7,11,MORTGAGE,small_business,4 years,0
20996, 36 months,6.65,644.94,84747.54,11.72,751,23406,61.2,14,MORTGAGE,small_business,10+ years,0
36386, 36 months,14.4,1250.67,82897.73,19.78,801,49054,5.6,7,MORTGAGE,other,8 years,0
22062, 36 months,9.74,709.19,48791.45,,747,9046,55.9,8,MORTGAGE,car,8 years,0
36931, 36 months,18.14,1337.74,23863.76,7.7,823,39402,27.7,29,MORTGAGE,vacation,8 years,0
36710, 36 months,21.09,1384.75,16797.05,16.98,797,33172,36.9,38,MORTGAGE,small_business,1 year,0
35693, 60 months,17.47,896.11,81262.39,33.36,635,40579,46.0,16,OWN,moving,6 years,0
36740, 60 months,15.27,879.26,65329.87,19.19,642,39786,77.5,31,MORTGAGE,car,9 years,0
12705, 36 months,14.22,435.59,71072.75,23.45,682,25095,50.3,11,OWN,car,7 years,0
29047, 36 months,24.44,1146.32,83103.59,34.95,746,30341,47.5,13,RENT,credit_card,< 1 year,0
11966, 36 months,10.44,388.59,28583.54,12.35,586,11132,30.2,18,MORTGAGE,other,1 year,0
18374, 36 months,22.02,701.9,15898.55,28.03,721,34175,54.0,31,MORTGAGE,debt_consolidation,,1
12138, 36 months,22.54,466.95,66803.66,34.47,704,9012,24.8,2,OWN,debt_consolidation,8 years,1
16935, 60 months,14.93,402.26,100573.61,8.1,669,7030,26.1,37,MORTGAGE,small_business,9 years,0
1489, 36 months,12.19,49.59,60543.39,14.26,795,44634,75.7,25,OWN,medical,10+ years,0
23260, 36 months,16.09,818.79,20094.23,39.19,702,20914,34.3,39,MORTGAGE,major_purchase,4 years,0
27069, 36 months,7.6,843.26,56636.78,39.33,765,7928,5.1,22,MORTGAGE,car,3 years,0
20275, 36 months,6.53,621.69,24963.05,8.93,732,32739,34.4,33,OWN,vacation,7 years,0
37284, 36 months,8.01,1168.52,19429.55,2.66,828,12027,63.9,19,MORTGAGE,other,2 years,0
33821, 60 months,9.71,713.78,48795.79,10.84,693,6206,81.4,14,RENT,debt_consolidation,7 years,0
17999, 36 months,16.84,640.28,54041.04,15.91,675,27863,96.2,38,RENT,small_business,2 years,0
39712, 36 months,24.61,1570.76,46204.23,17.64,777,18565,74.6,22,MORTGAGE,debt_consolidation,5 years,0
34722, 36 months,10.8,1133.47,63760.04,24.75,582,31677,42.9,19,MORTGAGE,credit_card,3 years,0
11625, 60 months,26.54,351.78,30504.83,35.98,728,29290,29.9,27,RENT,other,7 years,0
2629, 36 months,26.99,107.32,51606.8,13.21,690,36000,13.0,6,RENT,other,6 years,0
11973, 36 months,27.08,489.31,36636.09,34.0,599,48385,62.8,6,MORTGAGE,small_business,4 years,1
7859, 60 months,24.35,227.69,42149.85,3.74,782,25000,51.0,32,OWN,car,2 years,1
37046, 36 months,13.69,1260.57,57586.74,1.67,761,33125,67.8,29,RENT,home_improvement,4 years,0
22839, 36 months,7.14,706.66,92575.79,20.16,806,11638,23.7,14,RENT,small_business,3 years,0
28216, 36 months,18.3,1024.33,58417.9,2.39,655,17978,32.4,12,OWN,home_improvement,7 years,0
19945, 36 months,18.07,721.76,71282.45,15.7,802,25586,29.2,2,MORTGAGE,credit_card,10+ years,0
7539, 36 months,24.62,298.24,49322.48,35.87,615,9225,79.8,25,OTHER,other,4 years,1
34625, 36 months,27.91,1430.53,65681.28,9.66,669,25437,17.1,14,RENT,other,9 years,1
5886, 36 months,16.93,209.65,91151.51,28.24,608,31238,60.8,19,MORTGAGE,credit_card,9 years,0
8485, 36 months,13.27,287.0,,12.09,755,16732,5.1,25,MORTGAGE,home_improvement,4 years,0
32455, 36 months,9.68,1042.36,101363.19,1.8,799,28353,55.0,30,OWN,vacation,1 year,0
17767, 36 months,5.61,537.37,47427.1,22.27,715,48531,6.4,29,MORTGAGE,moving,8 years,0
29453, 36 months,16.96,1049.49,97421.26,33.39,754,1658,17.6,39,RENT,vacation,5 years,0
11744, 60 months,18.0,298.22,68147.18,16.38,705,25150,11.3,23,RENT,moving,10+ years,0
38102, 36 months,24.06,1496.05,34053.01,24.69,750,13315,34.7,21,MORTGAGE,medical,< 1 year,0
13226, 36 months,16.85,470.56,68712.51,36.0,845,18203,34.4,12,RENT,credit_card,2 years,0
28869, 36 months,26.12,1165.0,24903.96,31.59,713,38649,82.6,21,MORTGAGE,major_purchase,3 years,0
23588, 36 months,19.63,872.17,68773.98,7.76,605,39423,22.6,14,MORTGAGE,car,9 years,0
14440, 36 months,24.41,569.64,140235.4,29.34,679,41890,8.6,25,RENT,debt_consolidation,,0
32709, 36 months,8.84,1037.7,80303.56,20.08,609,20392,60.4,25,RENT,debt_consolidation,1 year,0
23495, 36 months,24.75,931.05,100505.79,29.84,712,6043,68.7,18,RENT,small_business,10+ years,0
38019, 36 months,20.69,1426.32,39068.97,19.78,718,16867,29.5,6,MORTGAGE,medical,9 years,0
1922, 60 months,9.33,40.21,65416.49,5.12,770,36680,60.3,31,RENT,medical,3 years,0
28526, 36 months,9.77,917.38,74525.65,22.8,766,357,77.6,15,MORTGAGE,home_improvement,1 year,0
8957, 36 months,26.35,362.56,,19.69,719,45440,34.8,16,RENT,moving,5 years,0
34998, 36 months,6.22,1068.2,73882.07,20.72,816,24829,52.5,10,MORTGAGE,other,9 years,0
25031, 36 months,15.91,878.9,64396.42,35.16,779,41794,14.7,15,MORTGAGE,vacation,8 years,0
11006, 36 months,12.55,368.45,74376.08,35.79,659,33958,2.4,11,MORTGAGE,moving,< 1 year,0
38701, 36 months,20.46,1447.35,26422.06,18.14,838,30408,98.1,23,MORTGAGE,other,4 years,0
26939, 36 months,24.39,1062.42,105414.9,18.23,680,26279,30.0,32,RENT,major_purchase,8 years,0
21324, 60 months,13.61,491.87,64240.28,20.61,611,29467,27.9,14,RENT,small_business,10+ years,0
23867, 60 months,15.11,569.17,45666.4,20.78,700,37332,97.3,18,RENT,medical,6 years,0
1203, 36 months,27.59,49.49,46332.21,38.02,634,41452,72.8,2,OWN,major_purchase,10+ years,1
17544, 36 months,23.14,680.4,47892.02,,597,29591,58.5,15,RENT,medical,5 years,0
16899, 60 months,25.69,502.87,29811.34,11.1,700,3409,69.9,36,MORTGAGE,credit_card,6 years,0
30063, 36 months,15.37,1047.6,100057.07,21.26,689,11319,71.0,2,MORTGAGE,medical,8 years,0
26344, 36 months,10.77,859.6,87366.34,25.09,640,26696,76.3,28,MORTGAGE,major_purchase,2 years,0
4748, 36 months,14.77,164.06,90962.01,25.59,843,41011,6.7,23,MORTGAGE,moving,7 years,0
2093, 36 months,21.61,79.51,121529.83,23.41,847,24837,41.3,35,RENT,major_purchase,< 1 year,0
16228, 36 months,7.96,508.23,54932.84,7.11,706,27578,29.5,10,RENT,small_business,9 years,0
21884, 36 months,11.59,722.58,18152.42,1.34,716,1908,7.1,37,MORTGAGE,vacation,5 years,0
26183, 36 months,6.55,803.08,71490.71,13.51,657,32523,41.3,33,OWN,other,8 years,0
17034, 36 months,15.23,592.41,,17.1,786,3646,61.6,39,MORTGAGE,major_purchase,< 1 year,0
6710, 60 months,24.12,193.5,124529.75,2.47,763,13832,17.8,21,RENT,major_purchase,4 years,0
20259, 36 months,6.05,616.78,93831.0,32.6,668,18761,30.5,28,MORTGAGE,home_improvement,7 years,1
36959, 36 months,20.69,1386.56,53124.34,13.76,808,11586,63.9,4,MORTGAGE,home_improvement,9 years,0
34457, 36 months,26.48,1397.12,44954.8,,643,20720,57.9,12,OWN,debt_consolidation,10+ years,0
21143, 60 months,10.83,457.91,89516.85,6.18,634,5404,86.9,25,RENT,other,5 years,0
3103, 60 months,21.11,84.14,15000.0,2.28,767,22342,79.1,30,RENT,vacation,5 years,0
1365, 36 months,27.44,56.05,56660.92,19.29,770,1625,96.6,6,RENT,credit_card,2 years,0
17103, 36 months,27.15,699.61,86456.48,7.57,674,32007,59.7,34,OWN,moving,7 years,0
33510, 60 months,10.79,725.08,45587.81,37.5,669,38186,69.8,9,RENT,other,< 1 year,0
25476, 36 months,7.76,795.51,38976.15,0.41,826,25804,86.1,20,MORTGAGE,vacation,3 years,0
13742, 36 months,8.84,435.97,58507.26,16.5,654,37154,84.0,5,RENT,vacation,7 years,0
13391, 36 months,21.3,506.57,110157.67,37.07,641,6354,71.9,36,OWN,car,5 years,0
37940, 36 months,21.83,1445.61,64255.73,15.38,801,34157,,31,OWN,credit_card,10+ years,0
29901, 36 months,20.67,1121.46,32656.07,3.72,846,17871,27.3,6,RENT,home_improvement,8 years,0
33001, 36 months,13.06,1112.89,101741.36,12.12,700,47425,87.7,39,OTHER,small_business,< 1 year,1
16623, 36 months,9.32,531.09,114346.42,19.92,607,9108,77.7,4,MORTGAGE,credit_card,1 year,0
3378, 60 months,18.57,86.83,30200.16,7.41,602,10333,83.8,17,RENT,home_improvement,< 1 year,0
22372, 60 months,16.38,548.57,262797.63,18.66,678,49862,14.1,9,MORTGAGE,debt_consolidation,10+ years,0
39437, 60 months,21.9,1086.97,49001.6,33.45,689,18270,,6,MORTGAGE,other,3 years,0
36503, 60 months,15.43,876.66,86600.03,34.9,782,34984,42.5,39,MORTGAGE,small_business,8 years,0
31746, 36 months,13.12,1071.48,75847.29,1.97,685,17704,83.8,36,OWN,debt_consolidation,3 years,0
28923, 36 months,12.1,962.04,32247.6,6.44,625,16304,89.3,9,MORTGAGE,debt_consolidation,8 years,0
10867, 36 months,10.26,351.98,37387.23,11.01,836,24290,28.5,37,MORTGAGE,car,5 years,0
34724, 60 months,11.48,763.32,51053.26,23.79,723,14433,68.6,26,OWN,medical,4 years,0
10306, 36 months,7.63,321.2,15961.95,14.44,604,32448,7.8,9,RENT,medical,9 years,0
15908, 60 months,13.3,364.4,80224.68,33.76,641,32521,41.0,22,RENT,medical,3 years,0
28081, 36 months,6.32,858.36,15717.85,28.67,809,4445,48.7,10,OWN,major_purchase,9 years,0
38228, 60 months,9.69,806.41,49454.11,4.02,661,37599,76.6,33,MORTGAGE,other,1 year,0
24386, 36 months,22.3,935.1,32760.27,24.98,790,10818,89.2,14,MORTGAGE,medical,7 years,0
29302, 36 months,12.82,984.76,69375.25,4.52,776,24201,33.7,24,OWN,home_improvement,2 years,0
20212, 60 months,20.54,541.59,,10.2,777,6984,52.8,9,RENT,vacation,< 1 year,0
36618, 36 months,21.63,1391.46,18082.15,7.11,741,41360,64.7,36,MORTGAGE,credit_card,10+ years,0
11698, 60 months,18.58,300.76,34267.24,6.92,787,750,32.9,29,RENT,debt_consolidation,9 years,1
5594, 36 months,27.07,228.59,66923.56,24.66,623,46530,98.6,16,OWN,car,6 years,0
26525, 36 months,5.98,806.7,55991.7,22.54,800,5594,87.6,30,MORTGAGE,small_business,7 years,0
15282, 36 months,22.12,584.58,92057.55,7.04,725,13730,29.6,5,MORTGAGE,other,6 years,0
15334, 36 months,27.07,626.59,52299.38,39.61,648,7171,50.8,35,MORTGAGE,moving,3 years,0
30179, 36 months,24.9,1198.32,48501.74,16.87,719,31088,23.1,38,MORTGAGE,vacation,7 years,0
7644, 36 months,9.28,244.07,25772.22,3.88,589,20069,51.5,25,MORTGAGE,major_purchase,9 years,0
36618, 36 months,12.85,1231.16,42872.15,4.82,690,29814,68.3,22,MORTGAGE,debt_consolidation,3 years,0
33933, 36 months,9.38,1085.07,48450.15,23.36,616,46070,8.6,3,MORTGAGE,debt_consolidation,4 years,0
34687, 36 months,19.03,1272.01,15000.0,39.16,660,10210,87.0,8,MORTGAGE,medical,7 years,0
18375, 36 months,21.52,697.19,28734.92,22.88,675,42605,59.4,12,MORTGAGE,debt_consolidation,,0
31926, 60 months,12.63,720.38,64732.18,37.96,634,36255,99.0,13,RENT,small_business,9 years,0
37607, 36 months,17.64,1352.8,54594.91,17.77,711,9005,2.6,5,MORTGAGE,medical,7 years,0
18642, 36 months,21.05,702.82,42116.53,17.43,802,30825,83.1,36,RENT,moving,4 years,0
24993, 36 months,14.98,866.15,34048.3,,642,15705,79.2,27,RENT,major_purchase,4 years,0
22188, 36 months,24.72,878.91,,27.9,591,35937,13.3,19,OWN,home_improvement,6 years,0
33596, 36 months,22.86,1298.04,15000.0,14.7,725,33791,33.5,38,RENT,home_improvement,3 years,0
28772, 60 months,6.95,569.04,40781.65,34.56,843,9701,88.5,17,MORTGAGE,credit_card,2 years,0
31857, 60 months,19.48,834.82,119774.61,1.17,611,26614,51.8,13,MORTGAGE,debt_consolidation,5 years,0
11776, 36 months,10.79,384.36,50118.39,17.59,628,14666,40.1,38,RENT,car,5 years,0
33835, 36 months,18.04,1223.9,90476.0,20.44,766,48569,90.5,20,MORTGAGE,vacation,9 years,0
10788, 60 months,27.03,329.61,24197.09,24.28,678,5239,9.3,16,OTHER,credit_card,5 years,1
6660, 36 months,25.28,265.79,58098.18,11.04,746,16212,47.3,23,MORTGAGE,other,6 years,0
5478, 36 months,14.6,188.83,32137.79,17.1,792,18730,65.2,21,RENT,home_improvement,3 years,0
9210, 36 months,12.06,306.17,31402.17,19.38,778,855,60.9,14,MORTGAGE,other,2 years,0
11922, 36 months,10.77,389.01,76630.75,27.48,825,9358,,24,RENT,other,2 years,0
37289, 60 months,17.48,936.38,45603.14,30.94,733,4038,,32,OWN,car,2 years,0
34340, 36 months,8.07,1077.2,21347.28,29.51,675,42932,70.9,27,OWN,home_improvement,1 year,0
39163, 36 months,17.86,1413.09,51990.58,13.66,642,20071,58.5,33,OTHER,home_improvement,5 years,0
19642, 36 months,5.53,593.37,31898.01,39.98,773,17500,68.4,22,MORTGAGE,small_business,< 1 year,0
12094, 60 months,12.79,273.88,20607.32,33.95,669,44328,25.6,18,MORTGAGE,home_improvement,5 years,0
23423, 60 months,10.45,502.87,26978.36,10.4,664,733,83.3,30,OWN,major_purchase,7 years,0
34418, 36 months,27.35,1411.59,167298.68,7.8,615,30495,45.0,30,OWN,other,,0
6741, 36 months,21.86,256.95,101461.09,12.56,597,35689,98.7,23,OTHER,other,1 year,0
7838, 36 months,13.37,265.49,15000.0,18.09,656,44289,2.3,20,RENT,credit_card,6 years,0
4262, 60 months,7.59,85.58,43782.11,34.03,628,12809,38.0,15,RENT,vacation,2 years,1
5996, 60 months,17.13,149.44,45739.17,31.13,815,42666,18.0,24,RENT,major_purchase,8 years,0
23164, 36 months,10.3,750.7,41788.55,34.05,623,13686,55.6,3,RENT,major_purchase,10+ years,0
36595, 60 months,17.57,920.73,32914.43,10.88,688,3498,24.3,33,OWN,medical,7 years,0
31257, 36 months,24.3,1231.23,76744.76,23.74,708,42084,73.7,39,RENT,home_improvement,5 years,0
15211, 36 months,19.36,560.35,86302.81,11.33,586,4717,88.2,34,MORTGAGE,small_business,< 1 year,0
31453, 36 months,19.76,1165.06,91986.8,4.36,691,4854,21.1,8,MORTGAGE,debt_consolidation,1 year,0
6232, 36 months,17.67,224.27,59758.39,27.37,792,34626,16.1,35,MORTGAGE,major_purchase,7 years,0
3217, 36 months,26.36,130.23,70628.84,5.72,645,43251,87.5,5,MORTGAGE,major_purchase,5 years,0
25229, 36 months,26.47,1022.82,39867.15,26.71,610,14358,36.1,24,MORTGAGE,vacation,< 1 year,1
15232, 36 months,17.04,543.37,19036.94,25.92,844,21857,43.5,21,MORTGAGE,major_purchase,8 years,0
26613, 36 months,12.38,888.77,18738.76,,593,35281,22.1,23,RENT,car,7 years,0
15026, 36 months,15.84,527.08,29406.89,5.58,637,15584,42.5,30,RENT,home_improvement,1 year,0
29554, 36 months,9.7,949.47,43462.61,31.34,821,4960,23.1,38,OTHER,small_business,9 years,0
31908, 36 months,19.82,1182.89,22699.78,39.97,827,36283,66.6,4,MORTGAGE,credit_card,4 years,0
20610, 36 months,16.75,732.24,24886.42,34.04,677,26576,49.9,23,RENT,vacation,2 years,0
8031, 36 months,7.82,251.0,39064.3,30.07,741,26373,78.8,21,OWN,small_business,< 1 year,0
26515, 60 months,9.95,562.71,82328.17,26.49,826,18700,31.3,26,OTHER,major_purchase,6 years,0
37484, 60 months,16.29,917.32,59909.89,16.87,583,43540,50.6,35,OTHER,vacation,8 years,1
37182, 60 months,25.47,1101.61,29198.84,29.22,840,47417,26.0,30,OWN,debt_consolidation,10+ years,0
1570, 36 months,18.24,56.95,50404.22,28.97,624,34935,93.4,11,MORTGAGE,home_improvement,6 years,0
33254, 36 months,20.83,1249.95,22088.53,25.26,790,19412,52.2,38,MORTGAGE,credit_card,2 years,0
